id,MUNICÍPIO,LOCALIDADE,LONGITUDE,LATITUDE,CÓDIGO DO,TI,CODIBGE,POPULAÇÃ,DATA DA PE,AQUÍFERO,FINALIDADE,PROFUNDIDA,VAZÃO (m³),ESTADO,RESÍDUO T,CLORETO,DUREZA,NITRATO,FERRO,COR APAREN,FLUORETO,MANGANÊS,NITRATO (1,PH,SULFATO,TURBIDEZ,ESTADO QUA,DATA DA CO,DATA DA AN,POPULAÇ_1,CÓDIGO _1
928,Anagé,LAGOINHA,-41.082499,-14.647499,20,Sudoeste Baiano,2901205,,19/08/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
929,Retirolândia,C.E. OLAVO ALVES PINTO,-39.422221,-11.48861,4,Sisal,2926103,,06/08/2022,FISSURAL,ABASTECIMENTO HUMANO,"100","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
930,Macaúbas,PAIOL,-40.289999,-12.154722,12,Bacia do Paramirim,2919801,,03/08/2022,INEXISTENTE,ABASTECIMENTO HUMANO,"120","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
931,Vitória da Conquista,SÃO JOÃO DOIS,-40.826666,-14.692221,20,Sudoeste Baiano,2933307,,01/08/2022,INEXISTENTE,NÃO INFORMADO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
932,Mairi,SANHAROL,-40.231666,-11.684166,15,Bacia do Jacuípe,2920106,,27/07/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
933,Mairi,CANTO,-39.951666,-11.726943,15,Bacia do Jacuípe,2920106,,23/07/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
934,Mairi,CAPIM BRANCO,-40.316666,-11.65,15,Bacia do Jacuípe,2920106,,14/07/2022,FISSURAL,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
935,Mairi,SÃO BENTO DAS LAJES,-40.347499,-11.754444,15,Bacia do Jacuípe,2920106,,10/07/2022,FISSURAL,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
936,Abaré,CARAIBEIRA,-39.241666,-8.785277,24,Itaparica,2900207,,29/06/2022,FISSURAL,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
937,Condeúba,CUPINS,-42.27861,-15.095277,20,Sudoeste Baiano,2908705,,18/06/2022,INEXISTENTE,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
938,Abaré,BOA SORTE,-39.344444,-8.915277,24,Itaparica,2900207,,18/06/2022,FISSURAL,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
939,Condeúba,VEREDA GRANDE,-42.263611,-15.104166,20,Sudoeste Baiano,2908705,,17/06/2022,INEXISTENTE,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
940,Abaré,VARJOTA,-39.371388,-8.92861,24,Itaparica,2900207,,17/06/2022,FISSURAL,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
941,Condeúba,FORMOSA,-42.113055,-14.920277,20,Sudoeste Baiano,2908705,,16/06/2022,INEXISTENTE,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
942,Condeúba,PAPAGAIO,-42.038333,-14.874166,20,Sudoeste Baiano,2908705,,15/06/2022,INEXISTENTE,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
943,Piritiba,MAMÃO,-40.542221,-11.700833,14,Piemonte do Paraguaçu,2924801,,14/06/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
944,Mundo Novo,ATALHO,-40.394721,-11.908333,14,Piemonte do Paraguaçu,2922102,,11/06/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
945,Abaré,RANCHO BRILHO DO SOL,-39.34111,-8.947499,24,Itaparica,2900207,,11/06/2022,FISSURAL,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
946,Brumado,BAIXA DO JATAÍ,-41.544999,-14.172221,13,Sertão Produtivo,2904605,,10/06/2022,INEXISTENTE,ABASTECIMENTO HUMANO,"100","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
947,Caetité,RIO DAS ANTAS,-42.465555,-14.354722,13,Sertão Produtivo,2905206,,10/06/2022,INEXISTENTE,NÃO INFORMADO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
948,Mundo Novo,SANTA MARIA,-40.363333,-11.851388,14,Piemonte do Paraguaçu,2922102,,10/06/2022,INEXISTENTE,NÃO INFORMADO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
949,Caetité,SÃO MIGUEL,-42.436388,-14.163055,13,Sertão Produtivo,2905206,,09/06/2022,INEXISTENTE,ABASTECIMENTO HUMANO,"120","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
950,Maetinga,GADO BRABO,-41.53111,-14.739166,20,Sudoeste Baiano,2919959,,08/06/2022,INEXISTENTE,ABASTECIMENTO HUMANO,"120","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
951,Tanhaçu,TUCUM,-41.198888,-13.955833,13,Sertão Produtivo,2931004,,06/06/2022,INEXISTENTE,ABASTECIMENTO HUMANO,"132","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
952,Itaberaba,BARRO DURO,-40.374443,-12.370554,14,Piemonte do Paraguaçu,2914703,,03/06/2022,INEXISTENTE,NÃO INFORMADO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
953,Caetanos,SERRA VERDE,-40.840277,-14.314166,20,Sudoeste Baiano,2905156,,02/06/2022,FISSURAL,NÃO INFORMADO,"120","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
954,Macaúbas,CIPO DE CONTENDAS,-42.661388,-12.933333,12,Bacia do Paramirim,2919801,,01/06/2022,INEXISTENTE,ABASTECIMENTO HUMANO,"100","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
955,Itaberaba,BATATA,-40.445277,-12.426388,14,Piemonte do Paraguaçu,2914703,,01/06/2022,INEXISTENTE,NÃO INFORMADO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
956,Macaúbas,SERROTE,-42.617499,-12.944166,12,Bacia do Paramirim,2919801,,31/05/2022,INEXISTENTE,ABASTECIMENTO HUMANO,"120","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
957,Boa Vista do Tupim,REGIÃO DE SÃO JOSÉ,-40.638333,-12.611666,14,Piemonte do Paraguaçu,2903805,,30/05/2022,INEXISTENTE,NÃO INFORMADO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
958,Boa Vista do Tupim,ASSENTAMENTO MÁRCIO MATOS,-40.838333,-12.956666,14,Piemonte do Paraguaçu,2903805,,28/05/2022,INEXISTENTE,NÃO INFORMADO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
959,Vitória da Conquista,LAGOA FORMOSA DOIS,-40.02861,-14.948888,20,Sudoeste Baiano,2933307,,27/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"150","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
960,Igaporã,CURRAL FÁCIL,-42.818888,-14,2,Velho Chico,2913408,,26/05/2022,INEXISTENTE,ABASTECIMENTO HUMANO,"105","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
961,Boa Vista do Tupim,ASSENTAMENTO NOSSA SENHORA AUXILIADORA,-40.704722,-12.9125,14,Piemonte do Paraguaçu,2903805,,26/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
962,Rafael Jambeiro,LAJEDO,-39.434721,-12.453055,14,Piemonte do Paraguaçu,2925956,,19/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
963,Caculé,TRUVISCO,-42.314166,-14.556666,13,Sertão Produtivo,2905008,,09/05/2022,INEXISTENTE,ABASTECIMENTO HUMANO,"120","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
964,Vitória da Conquista,BATE PÉ VELHO,-41.133888,-14.885277,20,Sudoeste Baiano,2933307,,08/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"150","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
965,Belo Campo,LAGOA DO CANTO,-41.235277,-15.101111,20,Sudoeste Baiano,2903508,,05/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
966,Matina,CAMPO LINDO,-43.037777,-13.798333,2,Velho Chico,2921054,,29/04/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
967,Matina,PEDRA DO URUBU,-42.900277,-13.881388,2,Velho Chico,2921054,,27/04/2022,NÃO INFORMADO,ABASTECIMENTO HUMANO,"120","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
968,Matina,LAGOA DE DENTRO,-42.995833,-13.905555,2,Velho Chico,2921054,,20/04/2022,INEXISTENTE,ABASTECIMENTO HUMANO,"110","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
969,Palmas de Monte Alto,VARGEM COMPRIDA,-43.091666,-14.084721,13,Sertão Produtivo,2923407,,12/04/2022,INEXISTENTE,ABASTECIMENTO HUMANO,"120","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
970,Riacho de Santana,LARANJEIRAS,-42.875554,-13.656111,2,Velho Chico,2926400,,08/04/2022,INEXISTENTE,ABASTECIMENTO HUMANO,"120","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
971,Cordeiros,MALHADINHA,-41.953888,-15.102777,20,Sudoeste Baiano,2909000,,07/04/2022,INEXISTENTE,NÃO INFORMADO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
972,Paulo Afonso,ALDEIA INDÍGENA TRUKA TUPÃ,-38.274166,-9.416666,24,Itaparica,2924009,,07/04/2022,INEXISTENTE,NÃO INFORMADO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
973,Piripá,LAGOA DAS PEDRAS,-41.772777,-14.94611,20,Sudoeste Baiano,2924702,,28/03/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
974,Chorrochó,BARRA BRANCA,-39.67361,-9.268888,24,Itaparica,2907707,,26/03/2022,FISSURAL,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
975,Chorrochó,OURO VERDE,-39.154166,-9.339999,24,Itaparica,2907707,,22/03/2022,FISSURAL,NÃO INFORMADO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
976,Curaçá,URNA FRADE,-39.725277,-9.480277,10,Sertão do São Francisco,2909901,,17/03/2022,FISSURAL,NÃO INFORMADO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
977,Abaré,PIRANHAS,-39.22111,-8.785833,24,Itaparica,2900207,,15/03/2022,FISSURAL,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
978,Abaré,ROÇADO (FAZ.),-39.305,-9.039444,24,Itaparica,2900207,,14/03/2022,FISSURAL,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
979,Abaré,ICÓ II,-39.381666,-8.720277,24,Itaparica,2900207,,12/03/2022,FISSURAL,NÃO INFORMADO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
980,Abaré,FAZENDA RIACHO DO MATO,-39.206388,-8.801666,24,Itaparica,2900207,,11/03/2022,FISSURAL,NÃO INFORMADO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
981,Cordeiros,PAU D`ÁGUA,-41.9125,-15.023054,20,Sudoeste Baiano,2909000,,07/03/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
982,Mortugaba,LAGOA DO SAPO,-42.440277,-14.986388,20,Sudoeste Baiano,2921807,,03/03/2022,INEXISTENTE,ABASTECIMENTO HUMANO,"120","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
983,Mortugaba,NOVILHA,-42.334999,-15.018332,20,Sudoeste Baiano,2921807,,27/02/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
984,Condeúba,LAGOA DO BARRO,-42.374999,-14.739166,20,Sudoeste Baiano,2908705,,09/02/2022,INEXISTENTE,ABASTECIMENTO HUMANO,"110","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
985,Guajeru,TANQUINHO,-42.014444,-14.572777,20,Sudoeste Baiano,2911659,,08/02/2022,FISSURAL,ABASTECIMENTO HUMANO,"110","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
986,Poções,LAGOA PRETA,-40.451666,-14.49111,20,Sudoeste Baiano,2925105,,04/02/2022,INEXISTENTE,NÃO INFORMADO,"90","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
987,Poções,LAGOA NOVA,-40.396944,-14.419721,20,Sudoeste Baiano,2925105,,02/02/2022,INEXISTENTE,ABASTECIMENTO HUMANO,"112","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
988,Maetinga,LAGOA DOS PORCOS,-41.429166,-14.615,20,Sudoeste Baiano,2919959,,26/11/2021,INEXISTENTE,NÃO INFORMADO,"100","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
989,Maetinga,LAGOINHA (UM),-41.5075,-14.750555,20,Sudoeste Baiano,2919959,,24/11/2021,INEXISTENTE,ABASTECIMENTO HUMANO,"100","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
990,Maetinga,LAGOA DE UNIS,-41.606666,-14.573054,20,Sudoeste Baiano,2919959,,23/11/2021,INEXISTENTE,ABASTECIMENTO HUMANO,"100","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
991,Maetinga,FAZENDA CORREDOR,-41.568054,-14.592221,20,Sudoeste Baiano,2919959,,22/11/2021,INEXISTENTE,ABASTECIMENTO HUMANO,"112","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
992,Remanso,RIACHÃO,-42.387499,-9.490277,10,Sertão do São Francisco,2926004,,17/11/2021,INEXISTENTE,NÃO INFORMADO,"120","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
993,Campo Alegre de Lourdes,BAIXÃO GRANDE,-43.456388,-9.324721,10,Sertão do São Francisco,2905909,,07/11/2021,FISSURAL,NÃO INFORMADO,"134","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
994,Campo Alegre de Lourdes,SÍTIO DUAS IRMÃS,-43.060833,-9.600277,10,Sertão do São Francisco,2905909,,27/10/2021,FISSURAL,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
995,Guajeru,LAGOA DA JUREMA,-42.06861,-14.616111,20,Sudoeste Baiano,2911659,,27/10/2021,INEXISTENTE,NÃO INFORMADO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
996,Campo Alegre de Lourdes,BAIXÃO DA BARAÚNA OU BAIXÃO DA BRAUNA,-43.088055,-9.590277,10,Sertão do São Francisco,2905909,,25/10/2021,FISSURAL,ABASTECIMENTO HUMANO,"120","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
997,Guajeru,LAGOA GRANDE,-42.030832,-14.618332,20,Sudoeste Baiano,2911659,,25/10/2021,INEXISTENTE,NÃO INFORMADO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
998,Campo Alegre de Lourdes,LAGOA DA ONÇA DO RUBEM,-43.374721,-9.579999,10,Sertão do São Francisco,2905909,,20/10/2021,FISSURAL,ABASTECIMENTO HUMANO,"150","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
999,Campo Alegre de Lourdes,LAGOA VELHA,-43.345833,-9.667777,10,Sertão do São Francisco,2905909,,12/10/2021,FISSURAL,ABASTECIMENTO HUMANO,"150","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
1000,Paulo Afonso,CONJUNTO PENAL DE PAULO AFONSO,-38.206111,-9.444166,24,Itaparica,2924009,,01/10/2021,FISSURAL,ABASTECIMENTO HUMANO,"0",<Null>,SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
1001,Remanso,VENTURA,-42.35,-9.901944,10,Sertão do São Francisco,2926004,,29/09/2021,INEXISTENTE,NÃO INFORMADO,"130","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
1002,Remanso,PÉ DE SERRA,-42.308055,-9.3575,10,Sertão do São Francisco,2926004,,16/09/2021,INEXISTENTE,NÃO INFORMADO,"150","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
1003,Brumado,CDP MASCULINO DE BRUMADO,-41.633054,-14.218054,13,Sertão Produtivo,2904605,,08/09/2021,INEXISTENTE,NÃO INFORMADO,"100","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
1004,Remanso,BEM TE VI,-42.451388,-9.806666,10,Sertão do São Francisco,2926004,,15/08/2021,INEXISTENTE,NÃO INFORMADO,"100","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
1005,Riacho de Santana,LAGOA DO MEIO,-43.257777,-13.846944,2,Velho Chico,2926400,,11/08/2021,FISSURAL,NÃO INFORMADO,"112","0",SECO,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
