id,MUNICÍPIO,LOCALIDADE,LONGITUDE,LATITUDE,CÓDIGO DO,TI,CODIBGE,POPULAÇÃ,DATA DA PE,AQUÍFERO,FINALIDADE,PROFUNDIDA,VAZÃO (m³),ESTADO,RESÍDUO T,CLORETO,DUREZA,NITRATO,FERRO,COR APAREN,FLUORETO,MANGANÊS,NITRATO (1,PH,SULFATO,TURBIDEZ,ESTADO QUA,DATA DA CO,DATA DA AN,POPULAÇ_1,CÓDIGO _1
72,Barra do Mendes,SACO DOS BOIS,-42.116943,-12.2075,1,Irecê,2903003,,14/10/2024,FISSURAL,ABASTECIMENTO HUMANO,"80","7,14",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
73,Ipirá,MANUEL DIAS,-39.788055,-11.994999,15,Bacia do Jacuípe,2914000,,14/10/2024,FISSURAL,NÃO INFORMADO,"100","1,57",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
74,Ibicoara,PARAGUAÇU DE JOÃO PINHEIRO,-41.364722,-13.482777,3,Chapada Diamantina,2912202,,13/10/2024,FISSURAL,NÃO INFORMADO,"150","3,07",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
75,Livramento de Nossa Senhora,VÁRZEA DOS REIS,-42.016388,-13.666111,13,Sertão Produtivo,2919504,,13/10/2024,FISSURAL,ABASTECIMENTO HUMANO,"0",<Null>,VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
76,Livramento de Nossa Senhora,VÁRZEA DOS REIS,-42.016388,-13.666111,13,Sertão Produtivo,2919504,,13/10/2024,FISSURAL,ABASTECIMENTO HUMANO,"65","17,22",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
77,Gavião,FAZENDA PEREIRA,-39.664722,-13.527499,15,Bacia do Jacuípe,2911253,,13/10/2024,FISSURAL,NÃO INFORMADO,"120","0,35",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
78,Curaçá,ESFOMEADO,-39.83111,-9.603611,10,Sertão do São Francisco,2909901,,12/10/2024,FISSURAL,ABASTECIMENTO HUMANO,"127","3,3",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
79,Ibicoara,BARRA DA CERQUEIRA,-41.355833,-13.317499,3,Chapada Diamantina,2912202,,11/10/2024,FISSURAL,NÃO INFORMADO,"120","5,21",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
80,Livramento de Nossa Senhora,PUBA,-42.033054,-13.663333,13,Sertão Produtivo,2919504,,11/10/2024,FISSURAL,ABASTECIMENTO HUMANO,"0",<Null>,VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
81,Gavião,FAZENDA CONTENDAS,-39.720277,-11.523054,15,Bacia do Jacuípe,2911253,,11/10/2024,FISSURAL,NÃO INFORMADO,"58","11,65",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
82,Itaetê,ASSENTAMENTO VALDETE CORREIA,-41.097221,-13.163055,3,Chapada Diamantina,2915007,,10/10/2024,FISSURAL,NÃO INFORMADO,"43,5","15,84",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
83,Curaçá,LAMINHA (FAZ.),-39.696944,-9.385277,10,Sertão do São Francisco,2909901,,10/10/2024,FISSURAL,ABASTECIMENTO HUMANO,"120","3,44",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
84,Gavião,FAZENDA MUQUÉM,-39.753888,-11.542777,15,Bacia do Jacuípe,2911253,,09/10/2024,FISSURAL,NÃO INFORMADO,"100","3,21",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
85,Ipirá,ALTO BONITO,-39.93361,-12.001111,15,Bacia do Jacuípe,2914000,,07/10/2024,FISSURAL,ABASTECIMENTO HUMANO,"100","0,38",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
86,Boquira,FIM DE CAMPOS,-42.813055,-12.733333,12,Bacia do Paramirim,2904100,,04/10/2024,FISSURAL,ABASTECIMENTO HUMANO,"100","0,36",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
87,Cordeiros,FAZENDA COQUEIRO I,-42.038055,-15.122499,20,Sudoeste Baiano,2909000,,04/10/2024,FISSURAL,ABASTECIMENTO HUMANO,"100","2,45",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
88,Vitória da Conquista,NOVO ORIENTE,-41.041666,-15.137221,20,Sudoeste Baiano,2933307,,04/10/2024,LIVRE,ABASTECIMENTO HUMANO,"150","2,17",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
89,Macaúbas,SARAFINA,-42.572499,-12.884721,12,Bacia do Paramirim,2919801,,03/10/2024,FISSURAL,ABASTECIMENTO HUMANO,"64","19,8",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
90,Pintadas,CORACAO DE JESUS,-40.008611,-11.816666,15,Bacia do Jacuípe,2924652,,03/10/2024,FISSURAL,ABASTECIMENTO HUMANO,"80","10,85",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
91,Cordeiros,LAGOA DO TANQUE,-41.822777,-14.923888,20,Sudoeste Baiano,2909000,,03/10/2024,FISSURAL,ABASTECIMENTO HUMANO,"120","0,43",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
92,Palmas de Monte Alto,"ASSOCIAÇÃO DOS AGRICULTORES DA FAZ SÃO PEDRO, IRAC",-43.188888,-14.303611,13,Sertão Produtivo,2923407,,02/10/2024,FISSURAL,ABASTECIMENTO HUMANO,"120","1,01",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
93,Capela do Alto Alegre,AMARGOSA,-39.8,-11.634444,15,Bacia do Jacuípe,2906857,,02/10/2024,FISSURAL,ABASTECIMENTO HUMANO,"90","16,5",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
94,Valente,VÁRZEA DA CRUZ,-39.519721,-11.392221,4,Sisal,2933000,,01/10/2024,FISSURAL,ABASTECIMENTO HUMANO,"80","10,03",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
95,Brumado,FAZ. CALDEIRÃO DE TUBATINGA,-41.986944,-14.07361,13,Sertão Produtivo,2904605,,01/10/2024,FISSURAL,ABASTECIMENTO HUMANO,"90","3,81",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
96,Bom Jesus da Serra,LAGOA DA ONÇA,-40.65,-14.323888,20,Sudoeste Baiano,2903953,,01/10/2024,FISSURAL,ABASTECIMENTO HUMANO,"120","0,37",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
97,Palmeiras,FUNDAO,-41.577777,-12.669721,3,Chapada Diamantina,2923506,,30/09/2024,FISSURAL,ABASTECIMENTO HUMANO,"126","1,32",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
98,Brumado,ANGICO,-41.979999,-14.233888,13,Sertão Produtivo,2904605,,30/09/2024,FISSURAL,ABASTECIMENTO HUMANO,"130","0,83",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
99,Ibiassucê,COMBOIO,-42.276388,-14.185833,13,Sertão Produtivo,2912004,,29/09/2024,FISSURAL,ABASTECIMENTO HUMANO,"120","0,51",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
100,Baixa Grande,VARGEM GRANDE,-40.031666,-11.895833,15,Bacia do Jacuípe,2902609,,29/09/2024,FISSURAL,ABASTECIMENTO HUMANO,"120","1,66",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
101,Bom Jesus da Serra,FLORES,-40.608333,-14.311666,20,Sudoeste Baiano,2903953,,29/09/2024,FISSURAL,ABASTECIMENTO HUMANO,"132","1,3",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
102,Brumado,LAGOA DO FACÃO,-41.891666,-14.234444,13,Sertão Produtivo,2904605,,28/09/2024,FISSURAL,ABASTECIMENTO HUMANO,"0",<Null>,VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
103,Baixa Grande,JABUTÍ,-40.134166,-11.964722,15,Bacia do Jacuípe,2902609,,28/09/2024,FISSURAL,ABASTECIMENTO HUMANO,"120","0,39",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
104,Bom Jesus da Serra,MUQUÉM,-40.58611,-14.324443,20,Sudoeste Baiano,2903953,,28/09/2024,FISSURAL,ABASTECIMENTO HUMANO,"120","1,08",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
105,Vitória da Conquista,CERCADINHO,-41.065555,-15.439999,20,Sudoeste Baiano,2933307,,28/09/2024,FISSURAL,ABASTECIMENTO HUMANO,"120","3,52",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
106,Morro do Chapéu,BOA VISTA,-41.494999,-11.515833,3,Chapada Diamantina,2921708,,27/09/2024,CÁRSTICO / FISSURAL,ABASTECIMENTO HUMANO,"120","12,19",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
107,Barro Alto,MORRINHOS,-41.784166,-11.926666,1,Irecê,2903235,,26/09/2024,CÁRSTICO,ABASTECIMENTO HUMANO,"129","7,84",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
108,Barro Alto,PÉ DE LIMÃO,-41.89861,-11.876388,1,Irecê,2903235,,25/09/2024,CÁRSTICO,ABASTECIMENTO HUMANO,"147","1,66",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
109,Vitória da Conquista,MOSQUITO,-41.103611,-14.580277,20,Sudoeste Baiano,2933307,,25/09/2024,FISSURAL,ABASTECIMENTO HUMANO,"90","8,34",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
110,Lençóis,IUNA OU UNA (QUILOMBOLA),-41.315,-12.555833,3,Chapada Diamantina,2919306,,24/09/2024,FISSURAL,ABASTECIMENTO HUMANO,"53","24",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
111,Capim Grosso,VÁRZEA SUJA,-40.009444,-11.426388,15,Bacia do Jacuípe,2906873,,24/09/2024,FISSURAL,ABASTECIMENTO HUMANO,"120","0,38",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
112,Caetanos,BARRA DO MEL,-40.930277,-14.228054,20,Sudoeste Baiano,2905156,,24/09/2024,FISSURAL,ABASTECIMENTO HUMANO,"120","26,4",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
113,Barro Alto,PENDÃO VERMELHO,-41.838055,-11.883054,1,Irecê,2903235,,23/09/2024,CÁRSTICO,ABASTECIMENTO HUMANO,"0",<Null>,VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
114,Morro do Chapéu,VEREDINHA,-40.982499,-11.539166,3,Chapada Diamantina,2921708,,23/09/2024,FISSURAL,ABASTECIMENTO HUMANO,"150","1,24",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
115,Brumado,ARAPONGA,-41.555,-14.210833,13,Sertão Produtivo,2904605,,22/09/2024,FISSURAL,ABASTECIMENTO HUMANO,"120","0,32",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
116,Vitória da Conquista,ESTÁCIO (REGIÃO DE SÃO SEBASTIÃO),-40.619999,-14.782499,20,Sudoeste Baiano,2933307,,22/09/2024,FISSURAL,ABASTECIMENTO HUMANO,"120","1,34",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
117,Ruy Barbosa,ANTÔNIO QUEIROZ (FAZ. TABATINGA),-40.473054,-12.114722,14,Piemonte do Paraguaçu,2927200,,19/09/2024,FISSURAL,ABASTECIMENTO HUMANO,"0",<Null>,VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
118,Vitória da Conquista,LAGOA DANTAS,-41.001388,-15.12861,20,Sudoeste Baiano,2933307,,19/09/2024,FISSURAL,ABASTECIMENTO HUMANO,"120","0,74",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
119,Piritiba,ROSEMEIRE ARAÚJO,-40.579721,-11.677777,14,Piemonte do Paraguaçu,2924801,,18/09/2024,FISSURAL,ABASTECIMENTO HUMANO,"120","1,34",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
120,Tanhaçu,MATIAS II,-41.190833,-14.294721,13,Sertão Produtivo,2931004,,17/09/2024,FISSURAL,ABASTECIMENTO HUMANO,"120","1,34",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
121,Lençóis,MORRO REDONDO,-41.311666,-12.427499,3,Chapada Diamantina,2919306,,16/09/2024,FISSURAL,ABASTECIMENTO HUMANO,"102","0,41",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
122,Aracatu,SERRA DOS ALVES,-41.292777,-14.499166,20,Sudoeste Baiano,2902005,,16/09/2024,FISSURAL,ABASTECIMENTO HUMANO,"118","79,2",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
123,Vitória da Conquista,CHÁCARA DO FAZENDEIRO,-40.877499,-14.79861,20,Sudoeste Baiano,2933307,,15/09/2024,FISSURAL,ABASTECIMENTO HUMANO,"130","0,38",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
124,Lençóis,SÍTIO BOTELHO,-41.406666,-12.555833,3,Chapada Diamantina,2919306,,13/09/2024,FISSURAL,ABASTECIMENTO HUMANO,"160","7,77",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
125,Tanhaçu,BAIXÃO,-41.139999,-14.270554,13,Sertão Produtivo,2931004,,12/09/2024,FISSURAL,ABASTECIMENTO HUMANO,"90","4,95",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
126,Wagner,SEDE 02 - LAJEDINHO/FAZENDA VOLTA DO RIO,-41.194721,-12.361944,3,Chapada Diamantina,2933406,,10/09/2024,FISSURAL,NÃO INFORMADO,"148","13,42",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
127,Sobradinho,ASSENTAMENTO BOA VISTA,-40.894999,-9.584444,10,Sertão do São Francisco,2930774,,10/09/2024,FISSURAL,NÃO INFORMADO,"120","1,7",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
128,Sobradinho,TATAUI,-40.86861,-9.551111,10,Sertão do São Francisco,2930774,,09/09/2024,FISSURAL,NÃO INFORMADO,"72","10,56",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
129,Tanhaçu,ASSENTADO,-41.173888,-14.139166,13,Sertão Produtivo,2931004,,08/09/2024,FISSURAL,ABASTECIMENTO HUMANO,"125","0,69",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
130,Vitória da Conquista,ASSENTAMENTO CONQ.DO RIO PARDO,-40.983054,-15.348055,20,Sudoeste Baiano,2933307,,08/09/2024,FISSURAL,ABASTECIMENTO HUMANO,"100","11",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
131,Tanhaçu,LAGOA FUNDA,-41.195277,-14.117777,13,Sertão Produtivo,2931004,,07/09/2024,FISSURAL,ABASTECIMENTO HUMANO,"120","1,06",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
132,Sobradinho,ASSENTAMENTO MÁRCIO MATOS,-40.961666,-9.584444,10,Sertão do São Francisco,2930774,,04/09/2024,FISSURAL,NÃO INFORMADO,"90","13,2",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
133,São Domingos,FAZENDA PEDRA D'ÁGUA (REGIÃO DO SÍTIO NOVO),-39.536388,-11.548055,4,Sisal,2928950,,02/09/2024,FISSURAL,NÃO INFORMADO,"108","4,06",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
134,Mirante,BRAGA,-40.601944,-14.229999,20,Sudoeste Baiano,2921450,,01/09/2024,FISSURAL,ABASTECIMENTO HUMANO,"120","0,87",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
135,Tucano,MANGUEIRA,-38.843333,-10.838055,4,Sisal,2931905,,31/08/2024,CONFINADO,ABASTECIMENTO HUMANO,"128","44",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
136,Palmeiras,TAQUARI,-41.629443,-12.627221,3,Chapada Diamantina,2923506,,29/08/2024,FISSURAL,NÃO INFORMADO,"180","1,63",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
137,Poções,SANTA CASA DE MISERICÓRDIA DE POÇÕES,-40.367777,-14.52611,20,Sudoeste Baiano,2925105,,27/08/2024,FISSURAL,ABASTECIMENTO HUMANO,"100","4,89",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
138,Iraquara,SOSSEGO,-41.612222,-12.231943,3,Chapada Diamantina,2914406,,26/08/2024,CÁRSTICO,NÃO INFORMADO,"180","4,77",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
140,Serrinha,BARRA DO VENTO,-39.068888,-11.630554,4,Sisal,2930501,,24/08/2024,FISSURAL,NÃO INFORMADO,"140","0,31",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
141,Ibititá,LAMBEDOR,-42.009444,-11.541388,1,Irecê,2913101,,21/08/2024,CÁRSTICO / FISSURAL,ABASTECIMENTO HUMANO,"100","5,05",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
142,Poções,LAGOA DA SERRA,-40.62861,-14.519999,20,Sudoeste Baiano,2925105,,18/08/2024,FISSURAL,ABASTECIMENTO HUMANO,"130","0,51",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
143,Ibititá,FAZ. CALDEIRÃO (MATO VERDE),-41.950833,-11.401944,1,Irecê,2913101,,17/08/2024,CÁRSTICO / FISSURAL,ABASTECIMENTO HUMANO,"150","1,08",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
